Questions,Model A,Model B
"If energy cannot be created or destroyed, why do we say energy is 'wasted' or 'lost' in devices like light bulbs or car engines?","The phrase ""wasted"" or ""lost"" does not mean energy has vanished, as the **Law of Conservation of Energy** dictates it cannot be created or destroyed (0:27). Instead, it refers to energy being transferred into **stores that are not useful** for the device's intended purpose (1:52, 2:21).

*   **Unwanted Transfers:** In devices like light bulbs or car engines, energy is often dissipated into the surroundings as **thermal energy** (heat) due to factors like friction or electrical resistance (1:52, 2:07, 2:21).
*   **Efficiency:** We measure how effectively a device uses its input energy through **efficiency calculations** (2:25). When we say energy is ""wasted,"" we mean it has been transferred into a store (usually thermal) that doesn't help the device perform its main job, such as lighting a room or moving a car (2:14, 2:25).
*   **Solutions:** To reduce this wasted energy, engineers use methods like **lubrication** to decrease friction or **insulation** to keep heat where it is needed (1:55, 2:21).","This is a very common point of confusion! The short answer is: **Energy is never actually ""lost"" from existence; it is only ""lost"" from the specific purpose you intended for it.**

When we say energy is ""wasted,"" we are describing a transfer of energy into a store that we don't want.

Here is the step-by-step breakdown based on your lecture:

### 1. The Law of Conservation of Energy
As your lecturer mentioned, the **Law of Conservation of Energy** states that we cannot create or destroy energy (00:10). This means the total amount of energy in a closed system always stays the same. It can only move from one **energy store** to another.

### 2. ""Useful"" vs. ""Wasted"" Energy
To understand ""wasted"" energy, you have to distinguish between what you *want* the device to do and what it *actually* does. 

*   **Useful Energy:** The energy transfer that performs the intended task.
*   **Wasted (Dissipated) Energy:** Energy that is transferred into a store that doesn't help the device do its job. Usually, this is **thermal energy** (heat) (00:11, 01:48).

### 3. Concrete Example: A Light Bulb
Think about a standard light bulb:
*   **Input:** You provide **electrical energy**.
*   **Goal:** You want the bulb to produce **light energy** (this is the ""useful"" output).
*   **Reality:** Because of the resistance in the filament, a large portion of that electrical energy is transferred into **thermal energy** (heat). 

The energy isn't ""gone""—it is still in the room as heat. However, because your goal was to see, not to heat the room, that heat is considered **""wasted""** or **""dissipated to the surroundings""** (00:11, 01:48).

### 4. Connecting to Efficiency
This is exactly why we use the **Efficiency** formula mentioned in your notes (01:48):

$$\text{Efficiency} = \frac{\text{Useful output energy transfer}}{\text{Total input energy transfer}}$$

If a device were 100% efficient, all the input energy would go into the useful store. Because some energy always ""leaks"" into heat (due to things like friction or resistance), the ""useful"" part is always smaller than the ""total"" part, making the efficiency less than 100%."
"In terms of home insulation, how exactly does double glazing prevent heat loss through both conduction and convection?","The video explains that **double glazing** is an effective way to minimize heat transfer to the surroundings of a home. It works to reduce heat loss in the following ways:

*   **Reducing Conduction:** By using an insulating gap between panes of glass, double glazing limits heat transfer that would otherwise occur through direct contact between the interior and exterior environments (01:55-02:05). 
*   **Reducing Convection:** The design creates a space that prevents the free movement of fluids (like air), which inhibits the convection currents that would typically carry thermal energy away from the home (01:39-01:43, 02:00-02:05).","This excerpt is **partly relevant**. It provides the definitions for conduction and convection and lists ""double glazing"" as a method of insulation, but it doesn't explain the specific mechanism of how double glazing addresses both types of heat transfer.

To answer your question, we need to look at how the ""buffer zone"" created by double glazing interferes with the two processes defined in your lecture.

### 1. Preventing Conduction
According to your lecture, **conduction** is heat transfer that occurs between objects in **direct contact** (00:11). 

In a single pane of glass, the heat from the inside of your house moves directly through the solid glass to the outside. Because glass is a solid, the heat can travel through it relatively easily via conduction.

**How double glazing helps:**
Double glazing places two panes of glass with a gap between them. This gap is usually filled with a gas (like air or argon). As your lecture notes, gases are usually **poor conductors** (insulators) (01:04). By replacing a thick layer of solid glass with a layer of gas, the heat has a much harder time ""traveling"" through the material because the gas does not conduct heat well.

### 2. Preventing Convection
Your lecture defines **convection** as heat transferred indirectly through **fluids like gases and liquids** (01:04). Convection happens when a fluid is heated, becomes less dense, and rises, while cooler fluid sinks, creating a ""convection current.""

**How double glazing helps:**
In a large room, air can move freely to create these currents. However, in the gap between the two panes of glass in a double-glazed window, the space is very narrow. 
*   Because the gap is so small, the gas molecules are ""trapped."" 
*   They do not have enough room to move in large, organized loops or currents. 
*   By restricting the movement of the fluid (the gas), the window prevents convection currents from forming between the two panes.

### Summary Table
| Heat Transfer Type | Lecture Definition | How Double Glazing Stops It |
| :--- | :--- | :--- |
| **Conduction** | Heat transfer via direct contact. | Replaces solid glass with a layer of **gas**, which is a poor conductor (insulator). |
| **Convection** | Heat transfer through fluids (gases/liquids). | The **narrow gap** between panes is too small for gas to form moving currents. |"
"When calculating power, how do I know whether to use the equation P = VI or P = I²R if the question provides different variables?","The choice between these two equations depends entirely on which variables you are given in your problem (2:38).

* **Use $P = VI$** when you know the **potential difference** (voltage, $V$) and the **current** ($I$) (2:48). This equation is a direct calculation of power based on the electrical energy push and the rate of charge flow.
* **Use $P = I^2R$** when you know the **current** ($I$) and the **resistance** ($R$) of the component (2:43). This is particularly useful in circuits where you might be analyzing how much energy is being dissipated as heat through a resistor.

Always look at your provided data: if you have a value for resistance, reach for the equation containing $R$. If you have a value for voltage, reach for the one containing $V$.","This excerpt is relevant because it defines the core variables—Voltage ($V$), Current ($I$), and Resistance ($R$)—and introduces the concept of Power ($P$) (00:11, 04:43). While the lecturer doesn't explicitly list the two power formulas you mentioned, they provide the fundamental equation $V = IR$ (04:43) which allows you to derive them.

### How to choose the right equation

The simplest rule is: **Choose the equation that contains the variables you were given in the question.**

Think of these equations as different ""tools"" in a toolbox. You pick the tool that fits the pieces you already have.

#### 1. Use $P = VI$ 
Use this when the question gives you **Voltage ($V$)** and **Current ($I$)**.
*   *Example:* A lightbulb has a voltage of $12\text{V}$ and a current of $2\text{A}$. What is the power?
*   *Calculation:* $P = 12\text{V} \times 2\text{A} = 24\text{W}$.

#### 2. Use $P = I^2R$
Use this when the question gives you **Current ($I$)** and **Resistance ($R$)**.
*   *Example:* A heater has a current of $5\text{A}$ and a resistance of $10\Omega$. What is the power?
*   *Calculation:* $P = 5^2 \times 10 = 25 \times 10 = 250\text{W}$.

---

### Why are there two different equations?
It helps to understand that these aren't different ""types"" of power; they are just different ways of writing the same thing. We can use the lecturer's equation, $V = IR$ (04:43), to see how they connect:

1.  Start with the basic power formula: $P = VI$
2.  Since we know from the lecture that $V = IR$, we can replace the ""$V$"" in the power formula with ""$IR$"".
3.  This gives us: $P = (IR) \times I$
4.  Which simplifies to: **$P = I^2R$**

### Summary Table for your notes:
| If you have... | Use this equation: | Why? |
| :--- | :--- | :--- |
| Voltage ($V$) and Current ($I$) | $P = VI$ | It's the most direct calculation. |
| Current ($I$) and Resistance ($R$) | $P = I^2R$ | It saves you the step of calculating Voltage first. |
| Voltage ($V$) and Resistance ($R$) | $P = \frac{V^2}{R}$ | (Derived by replacing $I$ with $\frac{V}{R}$) |"
Why is it more efficient to transmit electricity at very high voltages across the National Grid rather than sending it at the 230V we use at home?,"Transmitting electricity at **very high voltages** (up to 275,000 volts) is much more efficient than using the **230V** found in homes because it significantly reduces **energy loss** during transmission (6:05-6:26).

* **The Physics of Efficiency:** Electrical power is calculated as $P = VI$. To transmit the large amounts of power required by the national grid, increasing the **voltage ($V$)** allows the **current ($I$)** to be kept relatively low.
* **Reducing Wasted Energy:** Resistance in transmission lines causes energy to be dissipated as heat. The energy loss is proportional to $I^2$ (current squared). By using **step-up transformers** to increase voltage, the current is lowered, which minimizes the heat lost to the surroundings and makes the transfer far more efficient (5:58-6:18).
* **Safety at Home:** While high voltage is ideal for efficient transport, it is dangerous for domestic use. **Step-down transformers** are used to reduce the voltage to a safe **230V** before it reaches your home (6:13-6:19).","This excerpt is relevant because it mentions that the National Grid uses very high voltages (around 275,000V) to ensure that ""less energy is wasted as it is transferred"" (05:11). However, the lecturer doesn't explain the specific physics of *why* high voltage reduces that waste, so I will fill in that reasoning for you.

The short answer is: **Higher voltage allows you to transmit the same amount of power using much less current. Because energy loss in wires depends on the square of the current, reducing the current significantly reduces the amount of energy lost as heat.**

Here is the step-by-step reasoning:

### 1. The Power Equation
To understand this, we look at the relationship between Power ($P$), Voltage ($V$), and Current ($I$):
$$P = V \times I$$
If you need to send a specific amount of power (for example, enough to power a city), you have two ways to do it: you can use a **high voltage with a low current**, or a **low voltage with a high current**.

### 2. The ""Wasted"" Energy (Joule Heating)
When electricity flows through the transmission lines, the wires have a certain amount of Resistance ($R$). As the current flows through this resistance, some energy is converted into heat. This is ""wasted"" energy. The formula for this power loss is:
$$P_{\text{loss}} = I^2 \times R$$
Notice that the loss is proportional to the **square** of the current ($I^2$).

### 3. Why High Voltage Wins
Because the resistance ($R$) of the massive transmission lines is fixed, the only way to reduce the power loss ($P_{\text{loss}}$) is to reduce the current ($I$).

By using a **step-up transformer** at the power station to increase the voltage to 275,000V (as mentioned at 05:11), the current required to carry the same amount of power drops significantly. 

**A simple example:**
Imagine you need to transmit 1,000,000 Watts of power.
*   **Scenario A (Low Voltage):** You use 1,000V. To get 1,000,000W, you need a current of **1,000 Amps**.
*   **Scenario B (High Voltage):** You use 100,000V. To get 1,000,000W, you only need a current of **10 Amps**.

Now look at the waste ($I^2 \times R$):
*   In **Scenario A**, the waste is proportional to $1,000^2$ (which is **1,000,000**).
*   In **Scenario B**, the waste is proportional to $10^2$ (which is only **100**).

By increasing the voltage, you have reduced the wasted energy by a factor of 10,000! This is why the National Grid uses such high voltages for long distances and then uses **step-down transformers** to bring it back to a safe 230V for your home."
"What is the fundamental difference in how a diode behaves in a circuit compared to a fixed resistor, and how does this look on an IV characteristic graph?","The fundamental difference lies in **directional flow** and **proportionality**:

*   **Fixed Resistor:** Operates as an *ohmic conductor*. It allows current to flow equally well in both directions, and the relationship between potential difference and current is **directly proportional**, resulting in a straight-line graph passing through the origin (8:20-8:33).
*   **Diode:** Acts as a one-way valve for electricity. It only allows current to flow in one direction. If the potential difference is applied in reverse (reverse bias), the diode prevents current flow entirely (8:00-8:18).

**IV Characteristic Graph Differences:**

1.  **Fixed Resistor:** A **linear, straight-line graph** that passes through the origin, indicating that resistance remains constant regardless of the voltage (8:24).
2.  **Diode:** A **non-linear graph**. In the forward direction, it shows a flat line until a certain threshold is reached, after which current increases rapidly. In the reverse direction, the line remains at or very near zero because the diode blocks the current (8:08-8:18).","This excerpt is directly relevant to your question as it explicitly compares the IV characteristics of both components.

The fundamental difference lies in **linearity** and **directionality**. A fixed resistor is an ""ohmic"" conductor, meaning it allows current to flow in both directions with a predictable, proportional relationship to voltage. A diode, however, acts like a one-way valve, allowing current to flow in only one direction.

Here is the breakdown of how they behave and appear on a graph:

### 1. The Fixed Resistor (Ohmic Conductor)
*   **Behavior:** For a fixed resistor, the potential difference ($V$) is **directly proportional** to the current ($I$). This means if you double the voltage, the current doubles as well.
*   **IV Graph:** Because of this direct proportionality, the graph is a **straight line passing through the origin** (07:56).
*   **Classification:** Because it follows this linear relationship, it is called an **ohmic conductor**.

### 2. The Diode (Non-Ohmic Conductor)
*   **Behavior:** A diode only allows current to flow in one direction. 
    *   **Forward Bias:** When the potential difference is arranged to ""push"" the current in the correct direction, current flows.
    *   **Reverse Bias:** If you try to push the current the ""wrong way,"" the diode blocks it, and no current flows (07:56).
*   **IV Graph:** The graph shows a **very flat line** (where no current flows) during reverse bias, and then a sharp increase in current once the voltage reaches a certain point in the forward direction (07:56).

### Summary Comparison Table

| Feature | Fixed Resistor | Diode |
| :--- | :--- | :--- |
| **Current Flow** | Both directions | One direction only |
| **Relationship** | Directly proportional ($V \propto I$) | Non-linear |
| **Graph Shape** | Straight line through origin | Flat line, then a sharp curve |
| **Classification** | Ohmic conductor | Non-ohmic conductor |"
"If one component fails in a series circuit versus a parallel circuit, why does the entire circuit stop working in one case but not the other?","The fundamental difference in behavior comes down to the **path of the current**:

*   **Series Circuits:** All components are connected in a single, continuous loop. Because there is only one path for the electricity to flow, if one component fails (or is disconnected), it creates a ""break"" in the loop. This stops the flow of charge throughout the **entire circuit**, causing everything else to stop working (8:36-8:44).
*   **Parallel Circuits:** Components are connected in **separate loops or branches**. If one component fails in one branch, the current can still flow through the other independent loops. This allows the remaining components to continue operating because their individual paths back to the power supply remain intact (8:48-8:55).","This excerpt is directly relevant to your question, as it defines the fundamental differences between series and parallel circuits between **(07:56)** and **(08:33)**.

The reason for the different behaviors lies in the **number of paths** available for the electricity to flow.

### Series Circuits: The Single Path
The lecturer describes a series circuit as **""one continuous loop of wire connecting all the components together"" (07:56)**. 

Because there is only one loop, there is only one path for the current to take. Think of it like a single-lane road. If a car breaks down and blocks the road, every car behind it has to stop because there is nowhere else to go. 

In electrical terms:
*   The current is the same throughout the circuit **(07:56)**.
*   If one component fails (like a bulb burning out), it creates a physical gap in that ""continuous loop.""
*   Since there is no alternative route for the electrons to travel, the flow of charge stops completely, and the entire circuit ""dies.""

### Parallel Circuits: Multiple Paths
In contrast, the lecturer describes a parallel circuit as having **""components connected in separate loops and branches"" (07:56)**.

Think of this like a multi-lane highway. If a car breaks down in one lane, the other lanes remain open, and traffic can continue to flow.

In electrical terms:
*   Each ""branch"" is its own independent loop connected to the power source.
*   If a component in one branch fails, it only breaks that specific branch.
*   Because the other branches are still connected to the voltage source, the current continues to flow through them. This is why, in your house, if the light in the kitchen burns out, the light in the living room stays on—they are on separate branches.

**Summary Table**

| Circuit Type | Path Structure | Effect of One Failure |
| :--- | :--- | :--- |
| **Series** | One continuous loop | Breaks the only path; everything stops. |
| **Parallel** | Separate loops/branches | Breaks only one branch; others keep working. |"
"During a change of state, such as melting or boiling, the temperature stays constant even though we are adding thermal energy. Where does that energy go if it isn't increasing the temperature?","When a substance changes state, the thermal energy being added is not used to increase the kinetic energy of the particles—which would raise the temperature—but is instead used to **overcome the forces of attraction** between the particles (11:31-11:43). 

This process is known as **latent heat**: 

* **Specific latent heat of fusion:** Energy required to change a solid into a liquid (melting) (11:00).
* **Specific latent heat of vaporization:** Energy required to change a liquid into a gas (evaporating) (11:07).

Because all the energy is dedicated to breaking those intermolecular bonds to allow the particles to move more freely into the next state, the average kinetic energy of the particles remains unchanged, meaning the **temperature stays constant** during the entire transition (11:31-11:46).","This excerpt is directly relevant to your question. It covers the concept of latent heat and the relationship between internal energy and temperature.

### Where does the energy go?

The short answer is: The energy is used to **overcome the forces of attraction between the particles**, which increases the **potential energy** of the substance rather than its kinetic energy.

Here is the step-by-step breakdown of why this happens:

**1. Temperature vs. Kinetic Energy**
To understand this, we first have to look at what temperature actually measures. Temperature is a measure of the average **kinetic energy** of the particles (how fast they are moving). If the temperature is staying constant, it means the particles are not moving any faster.

**2. The Components of Internal Energy**
The lecturer notes that ""internal energy is based on the potential and kinetic energy"" (09:55). This means the total energy inside a substance is the sum of:
*   **Kinetic Energy:** The energy of motion (linked to temperature).
*   **Potential Energy:** The energy stored in the arrangement of the particles (linked to the bonds/forces between them).

**3. What happens during a state change?**
When you add thermal energy to a substance that is melting or boiling, that energy is ""latent"" (hidden). Instead of making the particles move faster (which would increase the temperature), the energy is consumed by the work of pulling the particles away from each other.

*   **Example (Melting Ice):** Imagine the particles in a solid are held in a rigid structure by strong attractive forces. When you add heat at $0^\circ\text{C}$, the energy goes into ""breaking"" those bonds so the particles can move freely as a liquid. Because the energy is being used to change the **arrangement** of the particles, the **potential energy** increases, but the **kinetic energy** (and thus the temperature) remains the same (10:47).

**Summary Table**
| Process | Energy Input Used For... | Effect on Kinetic Energy | Effect on Potential Energy | Temperature Change |
| :--- | :--- | :--- | :--- | :--- |
| **Heating a Solid** | Increasing particle speed | Increases | Minimal change | **Increases** |
| **Melting (State Change)** | Breaking bonds/forces | No change | **Increases** | **Stays Constant** |
| **Heating a Liquid** | Increasing particle speed | Increases | Minimal change | **Increases** |"
How does increasing the temperature of a gas in a sealed container lead to an increase in pressure at the particle level?,"The video explains that gases consist of particles that move around and collide with the walls of their container (12:22-12:28). When the **temperature increases**, the particles gain **internal energy**, which causes their **kinetic energy** levels to rise (11:46-11:55). As these particles move faster, they hit the walls of the container with greater force and more frequently, resulting in an **increase in pressure** (12:04-12:13).","This excerpt is highly relevant to your question, specifically the sections between **[09:20]** and **[12:21]** which discuss the particle model of matter, kinetic energy, and gas pressure.

### Direct Answer
At the particle level, increasing the temperature of a gas increases the **average kinetic energy** of the particles. This causes the particles to move faster, leading to more frequent and more forceful collisions with the walls of the container. Since pressure is defined as the force exerted over an area, these stronger and more frequent collisions result in higher pressure.

### Step-by-Step Reasoning

**1. Temperature and Kinetic Energy**
The lecturer explains that the kinetic energy of particles comes from the internal energy of a substance, and specifically, ""the kinetic energy specifically comes from the temperature increase"" **(09:20)**. 
*   **In simple terms:** Temperature is essentially a measure of how fast the particles are moving. When you heat a gas, you are giving those particles more energy to move around.

**2. Particle Motion and Collisions**
The lecture notes that gases are able to ""move around and they can collide with the walls of a container"" **(11:42)**. 
*   In a sealed container, the gas particles are constantly bouncing off the walls. Every time a particle hits a wall, it exerts a tiny amount of force on that wall.

**3. The Definition of Pressure**
The lecturer reminds us that ""pressure is equal to the force divided by area"" **(11:42)**. 
*   Because the container is **sealed**, the surface area of the walls does not change. Therefore, the only way to increase the pressure is to increase the **force**.

**4. Putting it all together (The ""Why"")**
When you increase the temperature:
*   **Speed:** Particles move faster (higher kinetic energy).
*   **Frequency:** Because they are moving faster, they hit the walls more often in every second.
*   **Impact:** Because they have more kinetic energy, they hit the walls with more ""punch"" (greater force per collision).

**Example:**
Imagine a room full of people throwing tennis balls at the walls. 
*   If the people walk slowly and toss the balls gently, the walls feel a small, occasional push. 
*   If the people start sprinting and throwing the balls as hard as they can, the walls will be hit much more often and with much greater force. 

The ""pressure"" on the wall increases because the **force** of the hits has increased, even though the size of the wall (the area) stayed the same."
"During beta decay, a neutron turns into a proton and releases an electron. How does this process change the identity of the atom on the periodic table?","During **beta decay**, the transformation of a neutron into a proton significantly alters the atom's properties (15:26-15:30):

* **Atomic Number Increase:** Because the atomic number is defined by the number of **protons** in the nucleus, gaining an extra proton increases the atomic number by exactly **one**.
* **Change of Identity:** Since the atomic number determines the identity of an element on the *periodic table*, increasing the proton count effectively **transmutes the atom into the next element** in the sequence.
* **Mass Number Stability:** Even though the identity of the atom changes, the **mass number remains the same** (15:33). This is because the loss of one neutron is balanced by the gain of one proton, keeping the total number of nucleons (protons + neutrons) constant.","This excerpt is directly relevant to your question as it explains both the definition of an atom's identity and the mechanics of beta decay.

The short answer is: **Beta decay changes the identity of the atom because it increases the number of protons in the nucleus.** Since the ""identity"" of an element is determined solely by its atomic number (the number of protons), adding a proton turns the atom into a completely different element.

Here is the step-by-step reasoning based on the lecture:

### 1. What defines an atom's identity?
According to the lecture, the **atomic number** is the key to identifying an element. The lecturer explains that the atomic number ""just tells us how many protons there are"" (13:51). Because every element has a unique number of protons, changing that number changes the element itself.

### 2. What happens during Beta Decay?
The lecturer describes beta decay as a process where a **neutron turns into a proton** and releases an electron (14:40). 

### 3. Putting it together
To see how this changes the identity, look at what happens to the numbers:
*   **Before decay:** You have a specific number of protons (e.g., 6 protons = Carbon).
*   **During decay:** One neutron disappears, and one new proton appears.
*   **After decay:** You now have one extra proton (e.g., 7 protons = Nitrogen).

Because the number of protons increased by one, the **atomic number** increased by one. On the periodic table, this means the atom has ""moved"" one position to the right, becoming a different element.

**A concrete example:**
Imagine an isotope of Carbon (Atomic Number 6). If it undergoes beta decay:
1.  A neutron in the nucleus transforms into a proton.
2.  The nucleus now has 7 protons.
3.  The atomic number is now 7.
4.  The atom is no longer Carbon; it has become Nitrogen.

*Note: While the lecture mentions that beta radiation is a ""high-speed electron"" (14:40), the change in the atom's identity comes from the fact that a neutron became a proton inside the nucleus, not from the electron that was kicked out.*"
"If a radioactive isotope has a half-life of 10 days, does this mean all of the radioactive material will be gone after 20 days, or is there a different way to interpret the decay?","The video explains that a **half-life** is the time taken for the number of radioactive nuclei to reduce by half (17:14-17:18). It does not mean the material disappears completely after two half-lives. 

For example, if you start with 80 radioactive nuclei:
* After **10 days** (one half-life), you are left with **40** nuclei (17:20-17:27). 
* After **20 days** (two half-lives), you would be left with half of that remaining amount, which is **20** nuclei. 

The process continues to halve the remaining amount over time rather than reaching zero at a specific point (17:29-17:34).","That is a very common misunderstanding! The confusion usually stems from thinking that ""half"" refers to the original starting amount, but in radioactive decay, it refers to the amount **currently present** at that moment.

The lecturer defines half-life as ""the time taken for the number of radioactive nuclei to half"" (16:08). This means that every time one half-life passes, you take whatever you have left and divide it by two.

To see why it doesn't all disappear after 20 days, let's look at a worked example. If you start with **100g** of a substance with a **10-day half-life**:

*   **Day 0:** You have **100g**.
*   **Day 10 (1 half-life):** You have **50g** left (half of 100).
*   **Day 20 (2 half-lives):** You have **25g** left (half of 50, not half of 100).
*   **Day 30 (3 half-lives):** You have **12.5g** left (half of 25).

As you can see, the amount gets smaller and smaller, but it never actually hits zero in a fixed number of steps. This is why the lecturer mentions that the curve for these graphs will ""always be the same"" (17:03)—it is an exponential decay curve that gets closer and closer to zero without ever reaching it perfectly."
